,Knowledge representation and reasoning_CAI_01,Automated planning and scheduling_CAI_02,Machine learning_CAI_03,Natural language processing_CAI_04,Machine perception_CAI_05,Computer vision_CAI_06,Speech recognition_CAI_07,Robotics_CAI_08,Affective computing_CAI_09,Deep learning_CAI_10,Information retrieval_CAI_11,Computer science_CAI_12,Data mining_CAI_14,Commonsense knowledge_CAI_15,Intelligent agent_CAI_16,Master_Similarity
2088,0.54,0.48,0.69,0.24,0.71,0.53,0.29,0.86,0.47,1.00,0.37,0.74,0.19,0.10,0.64,0.89
2949,0.90,0.73,0.79,0.48,0.59,0.75,0.98,0.50,0.69,0.50,0.94,1.00,0.69,0.10,0.32,0.89
3022,0.71,0.19,1.00,0.41,0.45,0.15,0.13,0.30,0.83,0.10,0.38,0.53,0.28,0.61,0.53,0.89
3041,0.96,0.85,0.82,0.52,0.54,0.56,0.10,0.27,0.56,0.94,0.14,0.93,0.36,0.56,1.00,0.89
3053,0.18,0.11,0.77,0.55,0.42,0.68,0.31,0.32,1.00,0.49,0.10,0.40,0.30,0.27,0.44,0.89
3061,0.42,0.33,0.74,0.24,0.31,0.27,0.29,0.10,0.47,0.23,0.55,0.41,1.00,0.12,0.31,0.89
3071,0.31,0.39,0.65,0.34,0.51,0.57,0.44,0.33,0.48,1.00,0.21,0.46,0.33,0.10,0.37,0.89
2135,0.78,0.72,0.72,0.68,0.23,0.10,0.82,0.19,0.53,0.22,0.45,0.36,1.00,0.31,0.68,0.89
3293,0.52,0.44,0.52,0.50,0.31,0.15,0.69,0.20,0.71,0.10,0.73,0.41,1.00,0.21,0.62,0.89
3258,1.00,0.93,0.50,0.10,0.53,0.75,0.55,0.86,0.52,0.36,0.72,0.94,0.78,0.19,0.70,0.89
2889,0.44,0.89,0.54,0.47,0.47,0.61,0.60,1.00,0.56,0.90,0.43,0.90,0.53,0.10,0.84,0.89
2896,0.23,0.10,0.93,0.40,0.67,0.93,0.41,0.20,0.84,0.28,0.54,0.72,1.00,0.29,0.49,0.89
3280,1.00,0.81,0.40,0.19,0.65,0.68,0.10,0.82,0.79,0.50,0.52,0.46,0.18,0.11,0.69,0.89
2044,0.94,0.57,0.96,0.27,0.34,0.32,0.27,0.40,0.78,0.10,0.66,1.00,0.92,0.15,0.40,0.89
2902,0.30,0.14,1.00,0.37,0.48,0.28,0.20,0.23,0.47,0.70,0.10,0.45,0.80,0.20,0.34,0.89
3263,0.55,0.68,0.85,0.55,0.56,0.10,0.31,0.67,0.99,0.30,0.14,0.30,0.47,1.00,0.91,0.89
2911,0.35,0.27,0.84,0.22,0.40,0.40,0.22,0.14,0.47,0.17,0.39,0.36,1.00,0.10,0.22,0.89
3219,0.38,0.38,0.89,0.24,0.31,0.25,0.18,0.10,0.48,0.26,0.37,0.61,1.00,0.21,0.31,0.89
3218,0.36,0.37,0.80,0.55,0.37,0.39,0.49,0.31,0.34,0.30,0.42,1.00,0.54,0.10,0.60,0.89
3200,0.38,0.18,0.90,0.34,0.38,0.36,0.20,0.10,0.52,0.23,0.44,0.60,1.00,0.26,0.38,0.89
2922,0.23,0.30,0.98,0.16,0.35,0.35,0.15,0.24,0.58,0.21,0.18,0.55,1.00,0.10,0.30,0.89
3094,0.64,0.30,1.00,0.35,0.43,0.24,0.10,0.10,0.59,0.45,0.70,0.61,0.94,0.40,0.38,0.89
2173,0.86,0.57,0.70,0.26,0.39,0.25,0.37,0.83,0.53,0.22,1.00,0.65,0.72,0.10,0.48,0.89
3198,0.10,0.36,0.92,0.52,0.40,0.50,0.29,0.41,0.51,0.24,0.41,1.00,0.82,0.33,0.78,0.89
2106,0.39,0.12,0.62,0.60,0.31,0.10,0.43,0.30,1.00,0.32,0.29,0.16,0.41,0.44,0.51,0.89
2275,0.26,0.18,0.96,0.34,0.28,0.40,0.10,0.20,0.51,0.34,0.20,0.46,1.00,0.28,0.42,0.89
2985,0.32,0.39,0.97,0.73,0.42,0.45,0.28,0.37,0.83,0.11,0.29,1.00,0.97,0.10,0.55,0.89
3438,0.63,0.43,0.47,0.71,0.91,1.00,0.97,0.78,0.68,0.57,0.91,0.17,0.63,0.10,0.66,0.89
1504,0.66,0.49,0.49,0.56,1.00,0.52,0.81,0.84,0.84,0.67,0.70,0.24,0.10,0.33,0.83,0.89
2928,0.49,0.90,0.52,0.57,0.38,0.92,0.30,0.44,0.62,0.54,0.86,1.00,0.60,0.10,0.79,0.89
1493,0.89,0.39,1.00,0.66,0.45,0.10,0.33,0.15,0.89,0.57,0.65,0.89,0.46,0.59,0.64,0.89
2700,0.48,0.77,0.46,0.24,0.24,0.14,0.27,0.37,0.37,0.28,0.18,0.10,0.21,0.35,1.00,0.89
1490,0.52,0.57,0.63,0.65,0.85,0.86,0.74,1.00,0.69,0.67,0.71,0.85,0.53,0.10,0.38,0.89
2721,0.25,0.21,0.62,0.20,0.73,1.00,0.22,0.35,0.60,0.37,0.49,0.10,0.56,0.19,0.43,0.89
1478,0.70,0.97,0.47,0.37,0.61,0.70,0.53,0.89,0.59,0.51,0.24,0.43,0.10,0.41,1.00,0.89
1465,0.67,0.67,0.47,0.61,0.89,0.64,0.76,0.80,0.72,1.00,0.91,0.58,0.51,0.10,0.58,0.89
2744,0.53,0.56,0.64,0.53,0.93,0.64,0.58,0.96,0.97,1.00,0.10,0.74,0.24,0.46,0.78,0.89
2746,0.81,0.81,0.42,0.33,0.66,0.42,0.36,0.89,0.78,0.48,0.20,0.35,0.10,0.47,1.00,0.89
1806,0.44,0.77,0.54,0.55,0.54,0.44,0.93,0.16,1.00,0.51,0.74,0.10,0.38,0.54,0.74,0.89
1937,0.80,0.73,0.45,0.24,0.49,0.58,0.75,0.46,0.66,0.53,1.00,0.83,0.66,0.10,0.61,0.89
2760,0.67,0.94,0.52,0.40,0.78,0.82,1.00,0.84,0.72,0.41,0.55,0.10,0.29,0.60,0.75,0.89
3127,0.40,0.10,0.94,0.32,0.75,0.89,0.22,0.47,0.69,0.74,0.34,0.82,1.00,0.18,0.36,0.89
2023,0.73,0.84,0.95,0.43,0.23,0.22,0.65,0.12,0.88,0.17,0.54,0.10,0.78,0.90,1.00,0.89
3295,0.48,0.54,0.60,0.44,0.74,0.48,0.23,1.00,0.67,0.44,0.10,0.40,0.15,0.50,0.86,0.89
2036,0.58,0.38,0.90,1.00,0.44,0.39,0.69,0.10,0.65,0.60,0.49,0.22,0.61,0.51,0.48,0.89
2945,0.35,0.53,0.44,0.47,0.86,1.00,0.63,0.64,0.81,0.88,0.24,0.57,0.55,0.10,0.52,0.89
2955,0.85,0.63,0.62,0.23,0.62,0.81,0.77,0.92,0.53,0.43,0.78,1.00,0.55,0.10,0.65,0.89
2957,0.69,0.79,0.62,0.61,0.43,0.82,0.10,0.58,0.53,0.43,0.61,0.87,0.64,0.78,1.00,0.89
3173,0.19,0.68,0.64,0.43,0.20,0.38,0.29,0.10,0.53,0.21,0.19,0.79,0.46,0.24,1.00,0.89
2961,0.23,0.38,1.00,0.38,0.27,0.41,0.36,0.10,0.79,0.21,0.22,0.78,0.93,0.30,0.43,0.89
3158,0.35,0.58,0.54,0.43,0.65,0.48,0.38,1.00,0.74,0.26,0.17,0.27,0.10,0.37,0.90,0.89
2150,0.45,1.00,0.31,0.34,0.54,0.41,0.22,0.75,0.47,0.38,0.43,0.10,0.56,0.26,0.59,0.89
2969,0.61,0.29,0.84,1.00,0.46,0.36,0.36,0.21,0.56,0.61,0.10,0.45,0.24,0.43,0.83,0.89
2096,0.58,1.00,0.57,0.32,0.10,0.16,0.71,0.22,0.58,0.53,0.79,0.29,0.56,0.10,0.97,0.89
3196,0.38,0.48,0.79,0.24,0.81,1.00,0.45,0.50,0.59,0.90,0.27,0.26,0.37,0.10,0.35,0.89
2416,0.24,0.13,1.00,0.24,0.32,0.29,0.21,0.10,0.62,0.43,0.20,0.40,0.94,0.26,0.38,0.89
2170,0.30,0.25,1.00,0.23,0.31,0.19,0.10,0.15,0.46,0.27,0.29,0.40,0.97,0.23,0.35,0.89
2459,0.39,0.16,0.89,0.54,0.35,0.40,0.37,0.10,0.71,0.28,0.53,0.51,1.00,0.46,0.40,0.89
2392,0.70,0.67,0.54,0.42,0.55,0.61,1.00,0.94,0.61,0.18,0.78,0.10,0.54,0.35,0.75,0.89
1830,0.61,1.00,0.44,0.37,0.52,0.39,0.16,0.11,0.57,0.10,0.79,0.39,0.93,0.26,0.92,0.89
2394,0.29,0.64,0.71,0.27,0.51,0.37,0.50,1.00,0.53,0.37,0.34,0.10,0.20,0.41,0.58,0.89
2404,0.60,0.64,0.67,0.31,0.29,0.19,0.38,0.57,0.44,0.10,0.95,0.26,1.00,0.26,0.70,0.89
1699,0.62,0.76,0.54,0.45,0.55,0.73,0.70,0.91,0.69,0.61,0.57,1.00,0.44,0.10,0.49,0.89
2622,0.43,0.10,1.00,0.76,0.67,0.47,0.19,0.24,0.62,0.57,0.93,0.42,0.58,0.46,0.52,0.89
2363,0.42,0.26,0.49,0.61,0.41,0.43,0.58,0.10,0.67,0.37,0.22,0.78,0.60,0.47,1.00,0.89
1776,0.44,0.37,0.99,0.64,0.34,0.40,0.21,0.10,0.66,0.17,0.25,0.81,1.00,0.11,0.47,0.89
2477,0.43,0.45,0.59,0.75,0.37,0.30,0.10,1.00,0.47,0.48,0.51,0.49,0.56,0.21,0.71,0.89
2659,0.58,0.37,0.90,1.00,0.43,0.39,0.69,0.10,0.65,0.60,0.50,0.22,0.60,0.51,0.47,0.89
1890,0.63,0.78,0.24,0.10,0.35,0.60,0.61,0.40,0.45,0.42,0.61,0.13,0.40,0.24,1.00,0.89
2330,0.72,0.55,0.68,0.63,0.80,0.86,0.14,0.76,0.79,1.00,0.10,0.43,0.16,0.61,0.96,0.89
468,0.70,0.75,0.58,0.10,0.61,0.64,0.81,1.00,0.46,0.38,0.82,0.54,0.33,0.22,0.72,0.89
3188,0.10,0.56,1.00,0.34,0.37,0.21,0.15,0.17,0.87,0.48,0.19,0.43,0.99,0.52,0.49,0.89
1795,0.67,0.57,0.57,0.60,0.42,0.15,0.63,0.39,0.78,0.33,0.34,0.10,0.26,0.71,1.00,0.89
2463,1.00,0.97,0.45,0.35,0.40,0.43,0.70,0.33,0.83,0.22,1.00,0.50,0.35,0.10,0.89,0.89
1887,0.60,0.38,0.96,0.62,0.65,0.34,1.00,0.23,0.71,0.73,0.31,0.10,0.33,0.61,0.59,0.89
2335,0.61,0.48,0.73,0.31,0.16,0.10,0.72,0.24,0.43,0.13,0.50,0.36,1.00,0.10,0.58,0.89
1885,0.63,1.00,0.49,0.46,0.39,0.24,0.49,0.63,0.55,0.16,0.85,0.68,0.77,0.10,0.64,0.89
2472,0.34,0.10,0.85,0.69,0.49,0.59,0.52,0.72,0.70,0.43,0.57,1.00,0.63,0.34,0.62,0.89
1709,0.54,0.70,0.48,0.34,0.62,0.49,0.33,1.00,0.55,0.28,0.16,0.32,0.10,0.36,0.95,0.89
2347,0.83,0.65,0.82,0.39,0.20,0.37,0.54,0.18,0.55,0.10,0.96,0.46,1.00,0.43,0.67,0.89
1876,0.10,0.56,0.54,0.57,0.37,0.65,0.56,0.59,1.00,0.11,0.30,0.78,0.63,0.10,0.69,0.89
2482,0.85,0.69,0.50,0.55,0.39,0.67,0.40,0.75,0.39,0.47,0.62,1.00,0.63,0.10,0.71,0.89
2484,0.28,0.10,1.00,0.52,0.47,0.41,0.24,0.20,0.74,0.63,0.25,0.76,0.85,0.35,0.40,0.89
1908,0.32,0.10,1.00,0.71,0.66,0.48,0.26,0.10,0.63,0.62,0.62,0.25,0.48,0.42,0.43,0.89
2533,0.32,0.25,0.91,0.34,0.29,0.32,0.24,0.10,0.53,0.20,0.33,0.59,1.00,0.27,0.44,0.89
2579,0.42,0.40,0.83,0.15,0.73,0.79,0.26,1.00,0.55,0.52,0.10,0.33,0.21,0.13,0.46,0.89
1822,0.36,0.28,1.00,0.47,0.41,0.41,0.15,0.10,0.55,0.91,0.10,0.47,0.53,0.18,0.39,0.89
1688,0.70,0.62,0.64,0.36,0.52,0.78,0.92,0.57,0.61,0.10,1.00,0.16,0.75,0.34,0.53,0.89
2324,0.31,0.10,1.00,0.43,0.75,0.71,0.14,0.37,0.98,0.74,0.15,0.20,0.33,0.42,0.43,0.89
2748,0.54,0.93,0.64,0.36,0.79,0.80,0.88,1.00,0.66,0.53,0.45,0.10,0.28,0.50,0.67,0.89
3036,0.56,0.30,1.00,0.98,0.56,0.40,0.56,0.10,0.69,0.71,0.33,0.13,0.50,0.47,0.51,0.89
2605,0.70,0.36,0.47,0.22,0.48,0.31,0.40,0.29,0.40,0.30,0.16,0.10,0.11,0.47,1.00,0.89
1651,0.35,0.28,0.91,0.23,0.54,0.51,0.33,0.15,0.54,1.00,0.10,0.37,0.53,0.10,0.36,0.89
2426,0.87,0.75,0.43,0.20,0.50,0.48,0.42,1.00,0.58,0.25,0.40,0.80,0.53,0.10,0.61,0.89
2371,0.24,0.38,0.80,0.43,0.79,1.00,0.33,0.79,0.64,0.84,0.50,0.40,0.44,0.10,0.40,0.89
2433,0.35,0.88,0.70,0.66,0.61,0.59,0.42,0.65,0.15,0.19,0.66,0.32,1.00,0.10,0.63,0.89
1647,0.46,0.44,0.77,0.25,0.35,0.33,0.16,0.10,0.40,0.14,0.31,0.32,1.00,0.30,0.33,0.89
1733,0.49,0.28,0.61,0.37,0.77,0.75,1.00,0.79,0.75,0.58,0.93,0.46,0.52,0.10,0.53,0.89
1747,0.73,1.00,0.45,0.10,0.29,0.31,0.54,0.20,0.49,0.32,0.68,0.25,0.81,0.38,0.93,0.89
1613,0.77,0.75,0.83,0.84,0.34,0.41,0.10,0.66,0.42,0.72,0.46,1.00,0.91,0.14,0.65,0.89
1625,0.55,0.46,0.83,0.57,0.85,0.52,1.00,0.47,0.84,0.69,0.34,0.10,0.23,0.64,0.58,0.89
1868,0.56,0.62,0.54,0.34,0.98,1.00,0.51,0.88,0.91,0.77,0.46,0.10,0.23,0.41,0.56,0.89
1871,0.62,0.51,0.50,0.21,0.76,0.45,0.50,1.00,0.71,0.62,0.10,0.55,0.11,0.17,0.75,0.89
2491,0.39,0.70,0.58,0.58,0.30,0.58,0.54,0.44,0.51,0.45,0.59,1.00,0.68,0.10,0.55,0.89
1816,0.21,0.10,1.00,0.34,0.64,0.86,0.30,0.44,0.66,0.75,0.26,0.46,0.70,0.18,0.25,0.89
2357,0.82,0.60,0.57,0.40,0.49,0.53,0.87,0.52,0.69,0.10,0.98,0.44,1.00,0.72,0.89,0.89
1652,0.39,0.32,0.52,0.39,0.51,0.44,0.63,1.00,0.58,0.39,0.32,0.48,0.28,0.10,0.49,0.89
2425,0.58,1.00,0.64,0.26,0.10,0.16,0.48,0.70,0.27,0.43,0.48,0.29,0.67,0.12,0.75,0.89
1851,0.54,0.32,0.90,0.20,0.26,0.23,0.24,0.10,0.43,0.34,0.60,0.49,1.00,0.26,0.34,0.89
2590,0.98,0.18,0.54,0.46,0.75,0.69,0.25,0.37,0.75,0.47,0.67,0.10,0.31,0.64,1.00,0.89
1850,0.62,0.24,0.57,0.48,0.48,0.26,0.24,0.10,1.00,0.13,0.52,0.11,0.27,0.54,0.67,0.89
1715,0.94,0.90,0.32,0.33,0.53,0.74,0.54,1.00,0.70,0.52,0.45,0.87,0.54,0.10,0.70,0.89
2519,1.00,0.83,0.42,0.36,0.74,0.59,0.28,0.94,0.92,0.57,0.18,0.47,0.10,0.40,0.92,0.89
1520,0.23,0.24,0.73,0.49,0.68,0.83,0.31,0.55,0.51,1.00,0.50,0.47,0.61,0.10,0.45,0.89
3332,0.23,0.74,0.72,0.21,0.39,0.24,0.61,0.34,0.54,0.10,1.00,0.16,0.72,0.21,0.80,0.89
2681,0.46,0.19,0.75,0.29,0.62,0.28,0.16,0.37,0.97,0.18,0.11,0.10,0.13,0.50,1.00,0.89
863,0.64,0.74,0.60,0.47,0.55,0.70,1.00,0.63,0.78,0.23,0.77,0.10,0.72,0.27,0.33,0.89
315,0.59,0.14,0.75,0.77,0.43,0.22,0.31,0.46,0.69,0.25,1.00,0.10,0.99,0.22,0.82,0.89
154,0.58,0.38,0.81,0.42,0.41,0.41,0.10,0.11,0.63,0.47,0.96,0.45,1.00,0.25,0.41,0.89
151,0.43,0.55,0.61,0.48,0.83,0.53,0.40,1.00,0.75,0.42,0.15,0.29,0.10,0.52,0.89,0.89
1031,0.44,0.28,0.81,0.26,0.25,0.34,0.45,0.17,0.65,0.10,0.57,0.13,1.00,0.18,0.27,0.89
854,0.45,0.44,0.51,0.23,0.29,0.37,1.00,0.47,0.47,0.46,0.41,0.30,0.55,0.10,0.42,0.89
1028,0.54,1.00,0.51,0.21,0.60,0.60,0.24,0.83,0.53,0.47,0.10,0.37,0.21,0.32,0.65,0.89
1020,0.71,0.51,0.83,0.52,0.31,0.53,0.10,0.21,0.32,0.43,0.59,0.90,1.00,0.40,0.76,0.89
1019,0.62,0.72,0.79,0.92,0.64,0.33,0.62,0.45,0.91,0.62,0.13,0.37,0.10,0.82,1.00,0.89
41,0.76,0.49,0.41,0.31,0.82,0.57,0.71,0.72,0.69,1.00,0.53,0.51,0.21,0.10,0.77,0.89
48,0.62,1.00,0.52,0.20,0.37,0.21,0.55,0.10,0.88,0.22,0.67,0.21,0.59,0.59,0.93,0.89
601,0.88,0.51,0.69,0.36,0.51,0.34,0.39,0.34,0.81,0.10,1.00,0.67,0.90,0.49,0.44,0.89
861,0.40,0.31,0.84,0.57,0.46,0.23,1.00,0.34,0.58,0.48,0.39,0.13,0.53,0.10,0.29,0.89
69,0.47,0.42,0.43,0.34,1.00,0.54,0.78,0.75,0.78,0.48,0.64,0.10,0.21,0.16,0.64,0.89
743,0.38,0.41,0.99,0.84,0.49,0.29,0.18,0.63,0.95,0.62,0.10,1.00,0.45,0.32,0.71,0.89
399,0.29,0.27,0.70,0.25,0.47,0.78,0.27,0.55,0.63,0.25,0.56,0.56,1.00,0.10,0.27,0.89
869,0.80,0.28,0.76,0.60,0.41,0.14,0.54,0.10,1.00,0.21,0.29,0.14,0.26,0.50,0.71,0.89
76,0.40,0.91,0.92,0.83,0.59,0.67,0.35,0.38,0.76,0.78,0.15,1.00,0.57,0.10,0.44,0.89
972,0.98,0.74,0.58,0.39,0.30,0.43,0.96,0.32,0.62,0.10,0.86,0.49,0.92,0.49,1.00,0.89
878,0.46,1.00,0.47,0.26,0.26,0.34,0.53,0.43,0.27,0.56,0.64,0.43,0.57,0.10,0.83,0.89
380,0.32,0.22,0.90,0.52,0.52,0.25,0.22,0.10,1.00,0.79,0.11,0.14,0.14,0.32,0.76,0.89
899,0.58,1.00,0.45,0.35,0.41,0.19,0.45,0.37,0.40,0.10,0.45,0.35,0.75,0.14,0.43,0.89
938,0.43,0.64,0.63,0.32,0.27,0.30,0.42,0.28,0.25,0.21,0.51,0.30,1.00,0.10,0.41,0.89
99,0.69,0.71,0.73,0.98,0.35,0.16,0.88,0.50,0.44,0.25,0.57,0.34,1.00,0.10,0.80,0.89
388,0.63,0.74,0.49,0.69,0.33,0.38,0.18,0.54,0.43,0.53,0.10,0.25,0.21,0.33,1.00,0.89
585,0.47,0.84,0.50,0.26,0.26,0.29,0.53,0.23,0.63,0.10,0.70,0.10,0.76,0.49,1.00,0.89
915,0.24,0.14,1.00,0.30,0.38,0.44,0.26,0.19,0.47,0.37,0.27,0.48,1.00,0.10,0.32,0.89
327,1.00,0.97,0.50,0.62,0.42,0.38,0.27,0.69,0.51,0.10,0.60,0.63,0.52,0.36,0.91,0.89
1201,0.68,0.92,0.45,0.34,0.59,0.68,0.50,0.84,0.56,0.48,0.22,0.47,0.10,0.39,1.00,0.89
18,0.81,0.89,0.60,0.22,0.30,0.42,0.63,0.73,0.57,0.41,1.00,0.59,0.86,0.10,0.45,0.89
1291,1.00,0.95,0.95,0.14,0.12,0.20,0.92,0.22,0.54,0.35,0.69,0.14,0.76,0.10,0.74,0.89
213,0.67,0.75,0.72,0.40,0.64,0.48,0.10,0.76,0.17,0.63,0.41,0.84,0.54,0.58,1.00,0.89
271,0.74,0.73,0.52,0.28,0.42,0.51,0.45,0.46,0.58,0.57,0.41,1.00,0.66,0.10,0.37,0.89
275,0.48,0.41,0.48,0.22,0.48,0.36,0.21,1.00,0.39,0.37,0.38,0.31,0.32,0.10,0.44,0.89
1271,0.70,1.00,0.51,0.35,0.51,0.37,0.37,0.97,0.46,0.10,0.47,0.18,0.32,0.35,0.99,0.89
1283,0.92,0.52,0.78,0.66,0.50,0.21,0.79,0.10,1.00,0.30,0.22,0.26,0.13,0.47,0.85,0.89
1521,0.24,0.22,0.95,0.28,0.30,0.35,0.10,0.14,0.46,0.34,0.27,0.50,1.00,0.14,0.40,0.89
1281,0.76,0.77,0.46,0.10,0.60,0.77,0.67,0.63,0.47,0.50,1.00,0.31,0.76,0.38,0.55,0.89
1193,0.69,0.49,0.64,0.40,0.67,0.53,0.31,0.48,0.60,1.00,0.10,0.47,0.10,0.46,0.60,0.89
775,0.24,0.52,1.00,0.50,0.44,0.42,0.10,0.57,0.44,0.27,0.23,0.95,0.95,0.23,0.54,0.89
1343,0.75,1.00,0.36,0.48,0.36,0.32,0.38,0.61,0.57,0.35,0.93,0.10,0.64,0.37,0.92,0.89
1332,0.53,0.62,0.73,0.79,0.23,0.32,1.00,0.32,0.79,0.39,0.58,0.10,0.81,0.49,0.62,0.89
1195,0.27,0.32,0.76,0.14,0.30,0.36,0.24,0.15,0.35,0.25,0.40,0.37,1.00,0.10,0.32,0.89
1232,0.66,0.74,0.76,0.43,1.00,0.93,0.53,0.92,0.68,1.00,0.16,0.37,0.10,0.38,0.74,0.89
692,1.00,0.57,0.62,0.48,0.51,0.69,0.61,0.46,0.57,0.25,0.78,0.96,0.57,0.10,0.48,0.89
725,0.32,0.22,1.00,0.65,0.50,0.22,0.17,0.28,0.54,0.63,0.10,0.76,0.58,0.42,0.59,0.89
1353,0.41,0.45,0.65,0.52,0.89,1.00,0.64,0.95,0.86,0.84,0.34,0.33,0.10,0.27,0.67,0.89
1307,0.84,0.53,0.75,0.43,0.21,0.15,0.93,0.10,0.56,0.32,0.74,0.45,1.00,0.27,0.85,0.89
1236,1.00,0.70,0.74,0.17,0.48,0.48,0.23,0.80,0.60,0.10,0.86,0.97,0.70,0.13,0.67,0.89
716,0.79,0.35,0.61,0.47,0.64,0.81,1.00,0.64,0.68,0.89,0.58,0.69,0.65,0.10,0.40,0.89
493,0.87,0.83,0.29,0.42,0.13,0.42,0.51,0.34,0.49,0.21,0.56,0.34,0.67,0.10,1.00,0.89
750,0.10,0.24,1.00,0.16,0.49,0.49,0.10,0.15,0.46,0.28,0.15,0.60,0.84,0.19,0.44,0.89
495,0.79,0.67,0.54,0.43,0.60,0.68,0.54,0.43,0.70,0.10,1.00,0.82,0.52,0.25,0.51,0.89
751,0.38,0.50,0.82,0.42,0.89,0.68,0.38,1.00,0.57,0.86,0.10,0.25,0.13,0.27,0.72,0.89
221,0.58,0.38,0.63,0.32,0.67,0.61,0.65,0.60,0.40,0.51,1.00,0.48,0.39,0.10,0.39,0.89
260,0.47,0.64,0.59,0.25,0.69,0.96,0.68,1.00,0.94,0.52,0.39,0.62,0.27,0.10,0.50,0.89
1254,0.57,0.40,0.69,1.00,0.60,0.66,0.83,0.29,0.85,0.10,0.78,0.57,0.69,0.54,0.73,0.89
114,0.80,0.75,0.74,0.11,0.45,0.28,0.39,0.31,0.10,0.67,0.36,0.55,0.22,0.21,1.00,0.89
1191,0.66,0.72,0.55,0.42,0.68,0.61,0.88,1.00,0.52,0.53,0.59,0.10,0.24,0.48,0.71,0.89
605,0.50,0.10,0.54,0.18,0.48,0.32,0.57,0.42,1.00,0.18,0.78,0.28,0.43,0.13,0.42,0.89
2184,0.44,0.12,1.00,0.32,0.83,0.68,0.36,0.17,0.62,0.93,0.36,0.31,0.62,0.10,0.27,0.89
2833,0.41,0.43,0.59,0.72,0.38,0.17,0.14,0.31,0.84,0.10,0.11,0.37,0.17,0.31,1.00,0.89
3383,0.75,0.63,0.97,0.94,0.44,0.21,1.00,0.10,0.74,0.29,0.74,0.10,0.73,0.61,0.76,0.89
3381,0.69,0.51,0.65,0.19,0.86,0.73,0.48,1.00,0.55,0.41,0.19,0.72,0.50,0.10,0.42,0.89
3379,1.00,0.58,0.41,0.25,0.67,0.77,0.57,0.91,0.57,0.46,0.51,0.91,0.46,0.10,0.64,0.89
1967,0.27,0.10,0.94,0.34,0.90,0.77,0.58,0.62,1.00,0.59,0.41,0.76,0.68,0.44,0.31,0.89
2259,0.17,0.69,0.73,0.67,0.58,0.66,0.59,0.64,0.22,0.10,0.63,0.28,1.00,0.11,0.71,0.89
1978,0.49,0.69,0.41,0.25,0.43,0.39,0.45,1.00,0.39,0.31,0.38,0.10,0.39,0.28,0.69,0.89
2811,0.40,0.19,1.00,0.45,0.75,0.89,0.26,0.44,0.88,0.82,0.10,0.43,0.35,0.32,0.29,0.89
2249,0.65,0.79,0.62,0.27,0.14,0.26,0.95,0.27,0.49,0.20,0.72,0.10,0.82,0.25,1.00,0.89
2813,0.31,0.10,1.00,0.39,0.38,0.29,0.11,0.23,0.72,0.31,0.25,0.58,0.98,0.27,0.40,0.89
3343,0.89,0.95,0.45,0.10,0.68,0.62,0.15,1.00,0.77,0.54,0.33,0.41,0.21,0.25,0.96,0.89
1896,0.10,0.47,0.81,0.76,0.60,0.58,0.76,1.00,0.68,0.62,0.41,0.31,0.79,0.13,0.48,0.89
2842,0.28,0.47,0.56,0.45,0.51,0.28,0.65,0.69,0.68,0.13,0.10,0.63,0.31,0.51,1.00,0.89
2241,0.43,0.27,0.73,0.32,0.34,0.37,0.42,0.10,0.56,0.28,0.55,0.38,1.00,0.22,0.24,0.89
3329,0.22,0.10,1.00,0.61,0.44,0.33,0.21,0.32,0.69,0.54,0.42,0.66,0.96,0.35,0.39,0.89
2009,0.60,1.00,0.53,0.34,0.51,0.47,0.10,0.72,0.52,0.19,0.47,0.81,0.63,0.24,0.55,0.89
2850,0.43,0.48,0.85,0.55,0.49,0.10,0.22,0.39,1.00,0.29,0.27,0.28,0.46,0.89,0.83,0.89
2018,0.27,0.38,0.90,0.34,0.85,0.86,0.46,0.51,0.59,1.00,0.12,0.23,0.34,0.10,0.44,0.89
2019,0.61,0.82,0.58,0.68,0.45,0.42,0.38,1.00,0.41,0.22,0.30,0.10,0.38,0.38,0.84,0.89
2858,0.34,0.19,1.00,0.43,0.77,0.86,0.17,0.57,0.77,0.82,0.10,0.69,0.51,0.27,0.37,0.89
2266,0.72,1.00,0.50,0.25,0.85,0.74,0.70,0.70,0.63,0.48,0.41,0.10,0.28,0.61,0.66,0.89
2781,0.32,0.10,0.83,0.67,0.50,0.56,0.44,0.72,0.70,0.43,0.48,1.00,0.58,0.31,0.63,0.89
3419,0.47,0.23,1.00,0.32,0.46,0.25,0.17,0.37,0.35,0.75,0.10,0.63,0.22,0.10,0.43,0.89
1530,0.89,0.64,0.68,0.50,0.60,0.65,1.00,0.55,0.65,0.18,0.89,0.10,0.85,0.56,0.53,0.89
1174,0.57,0.95,0.53,0.28,0.61,0.54,0.53,1.00,0.38,0.64,0.38,0.66,0.49,0.10,0.62,0.89
2124,0.24,0.10,1.00,0.31,0.40,0.37,0.18,0.13,0.58,0.33,0.25,0.42,0.95,0.23,0.36,0.89
3395,0.73,0.67,0.80,0.31,0.61,0.80,0.10,0.85,0.36,0.47,0.40,1.00,0.82,0.44,0.55,0.89
881,0.21,0.28,0.86,0.32,0.53,0.59,0.40,0.38,0.58,1.00,0.13,0.37,0.53,0.10,0.28,0.89
815,0.47,0.57,0.36,0.10,0.49,0.47,0.42,1.00,0.50,0.41,0.38,0.35,0.34,0.15,0.54,0.89
