,Knowledge representation and reasoning_CKAI_01,Machine learning_CKAI_02,Deep learning_CKAI_03,Data mining_CKAI_04,Automated planning and scheduling_CKAI_05,Information retrieval_CKAI_06,Computer vision_CKAI_07,Affective computing_CKAI_08,Intelligent agent_CKAI_09,Machine perception_CKAI_10,Natural language processing_CKAI_11,Speech recognition_CKAI_12,Robotics_CKAI_13,Commonsense knowledge_CKAI_14,Computer science_CKAI_16,Master_Similarity
633,0.67,0.28,0.57,0.57,0.56,0.35,0.73,0.10,1.00,0.12,0.82,0.36,0.41,0.48,0.33,0.84
2882,0.41,0.75,0.96,0.53,0.41,0.27,0.10,0.51,0.60,0.38,0.60,0.35,0.94,0.44,1.00,0.84
161,0.57,0.67,0.45,0.63,0.22,0.31,1.00,0.42,0.68,0.10,0.65,0.39,0.89,0.51,0.94,0.84
1486,0.64,0.70,0.84,0.45,0.53,0.36,0.25,0.30,0.48,0.10,0.70,0.49,1.00,0.16,0.82,0.84
1751,0.68,0.66,0.67,0.49,0.33,0.38,0.74,0.10,0.65,0.32,0.70,0.41,1.00,0.47,0.84,0.84
2947,0.48,0.62,0.74,0.35,0.47,0.35,0.67,0.18,0.63,0.45,0.41,0.10,0.72,0.12,1.00,0.84
1590,1.00,0.34,0.66,0.81,0.73,0.94,0.50,0.37,0.70,0.10,0.75,0.73,0.70,0.54,0.64,0.84
1944,0.26,0.27,0.48,0.10,0.62,0.61,0.48,0.67,0.42,1.00,0.28,0.29,0.29,0.19,0.25,0.84
951,0.66,0.79,0.85,0.53,0.48,0.30,0.10,0.30,0.54,0.45,0.27,0.22,0.46,0.47,1.00,0.84
2135,0.78,0.72,0.72,0.86,0.23,0.10,0.82,0.19,0.53,0.22,0.45,0.45,1.00,0.31,0.68,0.84
3244,0.28,0.50,0.77,0.74,0.41,0.59,0.90,0.10,0.74,0.74,0.47,1.00,0.72,0.19,0.18,0.84
3089,0.50,0.32,0.81,1.00,0.41,0.34,0.53,0.10,0.63,0.55,0.35,0.27,0.40,0.41,0.44,0.84
1809,0.63,0.49,1.00,0.81,0.58,0.65,0.54,0.10,0.75,0.41,0.38,0.73,0.93,0.44,0.64,0.84
1473,0.64,0.81,0.88,0.43,0.52,0.38,0.62,0.61,0.77,0.22,0.48,0.10,0.53,0.96,1.00,0.84
2976,0.36,0.10,0.98,0.63,0.83,0.59,0.46,0.54,1.00,0.79,0.23,0.28,0.80,0.26,0.49,0.84
3239,0.50,0.35,0.34,0.47,0.52,0.24,0.12,0.93,0.67,0.46,0.28,0.10,0.17,0.29,1.00,0.84
72,0.38,0.53,1.00,0.40,0.84,0.43,0.27,0.28,0.94,0.64,0.25,0.23,0.45,0.10,0.95,0.84
1218,0.81,0.44,0.95,0.53,0.70,0.62,0.10,0.28,0.81,0.20,1.00,0.56,0.98,0.26,0.50,0.84
1657,0.69,0.44,1.00,0.73,0.59,0.25,0.53,0.10,0.68,0.47,0.76,0.25,0.45,0.59,0.60,0.84
3091,0.48,0.31,0.51,0.58,0.41,0.57,0.19,0.64,0.33,0.47,0.41,1.00,0.51,0.10,0.65,0.84
2343,0.46,0.65,0.56,0.13,0.45,0.36,0.73,0.51,0.37,0.27,0.57,0.15,0.46,0.10,1.00,0.84
3302,0.58,0.37,0.49,0.54,0.25,0.45,0.39,0.49,0.31,0.40,0.30,1.00,0.33,0.10,0.57,0.84
731,0.98,0.27,1.00,0.54,0.38,0.42,0.14,0.61,0.53,0.63,0.82,0.92,0.81,0.10,0.35,0.84
1270,0.33,0.42,0.30,0.20,0.63,0.80,1.00,0.84,0.49,0.20,0.69,0.15,0.27,0.15,0.10,0.84
596,0.87,0.32,0.74,0.67,0.54,0.51,0.44,0.51,0.51,0.10,0.96,1.00,0.51,0.33,0.39,0.84
842,0.83,0.83,0.86,0.71,0.40,0.60,0.34,0.26,0.77,0.10,0.32,0.63,0.93,0.51,1.00,0.84
2092,0.22,0.45,0.60,0.39,0.77,0.70,0.55,0.65,0.51,0.16,0.45,0.10,1.00,0.45,0.28,0.84
1414,0.36,0.43,1.00,0.44,0.57,0.50,0.10,0.65,0.57,0.27,0.31,0.40,0.95,0.21,0.55,0.84
1098,0.42,0.41,0.69,0.27,0.87,1.00,0.19,0.43,0.73,0.81,0.35,0.18,0.10,0.14,0.31,0.84
1366,0.50,0.74,0.93,0.36,0.49,0.30,0.67,0.29,0.69,0.38,0.40,0.10,0.74,0.49,1.00,0.84
766,0.54,0.62,0.41,0.54,0.41,0.25,0.64,0.22,0.80,0.10,0.44,0.28,0.39,0.53,1.00,0.84
2422,0.75,0.46,0.67,0.61,0.43,0.56,0.76,0.10,0.65,0.55,0.77,0.65,0.88,0.28,1.00,0.84
2095,0.70,0.63,0.74,0.10,0.62,0.42,0.42,0.24,0.56,0.84,0.32,0.32,0.49,0.10,1.00,0.84
3035,0.19,0.63,0.14,0.10,0.18,0.37,0.14,1.00,0.54,0.33,0.46,0.23,0.49,0.10,0.83,0.84
2123,0.47,0.37,1.00,0.54,0.57,0.36,0.33,0.38,0.78,0.56,0.11,0.10,0.63,0.45,0.65,0.84
621,0.87,0.53,0.79,0.94,0.39,0.40,0.67,0.10,0.67,0.32,0.63,0.58,1.00,0.40,0.84,0.84
2621,0.66,0.38,0.98,0.76,0.76,0.59,0.10,0.38,0.87,0.73,0.31,0.53,0.39,0.44,1.00,0.84
507,0.62,0.55,1.00,0.56,0.63,0.39,0.14,0.38,0.62,0.57,0.10,0.25,0.28,0.49,0.76,0.84
1437,0.42,0.42,1.00,0.58,0.68,0.45,0.26,0.41,0.54,0.49,0.10,0.15,0.51,0.34,0.66,0.84
606,0.35,0.45,1.00,0.49,0.91,0.75,0.56,0.10,0.91,0.48,0.84,0.37,0.94,0.21,0.59,0.84
3101,1.00,0.48,0.60,0.38,0.73,0.48,0.10,0.43,0.50,0.57,0.20,0.72,0.10,0.37,0.69,0.84
2798,0.61,0.33,0.67,1.00,0.61,0.44,0.87,0.10,0.72,0.44,0.50,0.46,0.37,0.60,0.57,0.84
1420,0.21,0.22,0.47,0.28,0.90,0.85,0.94,1.00,0.73,0.96,0.41,0.10,0.63,0.23,0.49,0.84
2699,1.00,0.65,0.62,0.27,0.24,0.10,0.64,0.29,0.96,0.21,0.94,0.84,0.81,0.62,0.57,0.84
2676,0.51,0.62,0.45,1.00,0.41,0.24,0.65,0.10,0.40,0.47,0.44,0.43,0.83,0.40,0.78,0.84
2036,0.47,0.32,0.72,1.00,0.36,0.32,0.56,0.10,0.52,0.48,0.40,0.43,0.49,0.42,0.40,0.84
448,0.56,0.68,0.85,0.46,0.54,0.44,0.55,0.14,0.64,0.45,0.65,0.10,0.60,0.54,1.00,0.84
1797,0.37,0.90,0.62,0.24,0.42,0.46,0.57,0.21,0.46,0.58,0.43,0.10,0.82,0.21,1.00,0.84
1381,0.37,0.31,1.00,0.52,0.65,0.50,0.21,0.28,0.52,0.64,0.22,0.26,0.53,0.10,0.37,0.84
2659,0.47,0.31,0.72,1.00,0.36,0.32,0.56,0.10,0.52,0.49,0.41,0.43,0.49,0.42,0.39,0.84
1493,0.89,0.39,1.00,0.91,0.45,0.10,0.33,0.15,0.89,0.57,0.65,0.49,0.46,0.59,0.64,0.84
360,0.81,0.41,0.61,0.59,0.25,0.39,0.35,0.53,0.41,0.10,0.89,1.00,0.54,0.10,0.41,0.84
487,0.64,0.37,1.00,0.69,0.38,0.50,0.10,0.59,0.55,0.66,0.42,0.39,0.84,0.46,0.85,0.84
1790,0.47,0.43,1.00,0.59,0.48,0.49,0.10,0.31,0.53,0.47,0.33,0.42,0.76,0.35,0.61,0.84
2064,0.53,0.88,1.00,0.55,0.57,0.41,0.44,0.10,0.58,0.36,0.50,0.27,0.68,0.52,0.98,0.84
2080,0.97,0.49,0.84,0.56,0.61,0.62,0.83,0.33,0.56,0.10,0.89,1.00,0.90,0.30,0.48,0.84
849,0.41,0.28,0.82,0.46,0.76,0.42,0.32,0.59,1.00,0.39,0.10,0.32,0.37,0.48,0.81,0.84
2005,0.35,0.91,0.74,0.58,0.43,0.10,0.55,0.65,0.18,0.76,0.25,0.23,0.66,0.45,1.00,0.84
2079,0.61,0.41,0.78,0.75,0.35,0.51,0.45,0.33,0.64,0.10,0.64,0.57,1.00,0.33,0.71,0.84
1063,0.62,0.56,1.00,0.56,0.63,0.39,0.14,0.38,0.61,0.57,0.10,0.25,0.28,0.49,0.76,0.84
1163,0.86,0.56,0.56,1.00,0.37,0.13,0.63,0.36,0.51,0.28,0.58,0.72,0.10,0.62,0.73,0.84
690,1.00,0.95,0.88,0.62,0.36,0.46,0.76,0.10,0.68,0.18,0.93,0.65,0.98,0.82,0.69,0.84
2733,0.15,0.10,0.27,0.40,0.32,0.27,0.40,1.00,0.34,0.55,0.33,0.19,0.53,0.13,0.15,0.84
11,0.68,0.42,1.00,0.56,0.43,0.27,0.33,0.10,0.83,0.37,0.92,0.75,0.84,0.23,0.27,0.84
983,0.36,0.30,1.00,0.57,0.73,0.73,0.34,0.38,0.87,0.71,0.10,0.17,0.45,0.36,0.44,0.84
1968,0.45,0.25,0.43,0.53,0.46,0.63,0.65,0.28,0.57,0.31,1.00,0.33,0.91,0.10,0.30,0.84
2243,0.50,0.11,0.87,0.30,0.68,1.00,0.45,0.71,0.75,0.86,0.65,0.20,0.48,0.18,0.10,0.84
2102,0.58,0.33,0.67,1.00,0.59,0.39,0.88,0.10,0.74,0.45,0.50,0.42,0.37,0.60,0.55,0.84
2904,0.45,0.49,0.56,0.52,0.52,0.50,0.72,0.10,0.52,0.29,0.79,0.42,1.00,0.28,0.63,0.84
2995,0.71,0.27,0.87,1.00,0.25,0.18,0.40,0.31,0.61,0.62,0.24,0.52,0.29,0.10,0.51,0.84
886,0.87,0.57,0.76,0.44,0.39,0.42,0.31,0.10,0.61,0.27,0.69,0.59,1.00,0.40,0.56,0.84
225,0.99,0.41,0.79,0.76,0.59,0.48,0.44,0.40,0.53,0.10,1.00,0.96,0.73,0.45,0.27,0.84
1710,0.13,0.57,0.82,0.83,0.51,0.54,1.00,0.10,0.99,0.46,0.46,0.41,0.98,0.48,0.42,0.84
421,0.57,0.47,1.00,0.89,0.59,0.66,0.37,0.10,0.60,0.72,0.15,0.55,0.37,0.31,0.49,0.84
2324,0.42,0.24,1.00,0.60,0.79,0.75,0.28,0.47,0.98,0.79,0.29,0.10,0.44,0.51,0.52,0.84
2726,0.98,0.74,0.67,0.44,0.28,0.49,0.39,0.23,0.45,0.26,0.70,0.52,1.00,0.10,0.89,0.84
3390,0.75,0.47,1.00,0.58,0.59,0.68,0.51,0.10,0.84,0.45,0.66,0.60,0.94,0.42,0.91,0.84
3268,0.65,0.19,0.82,0.53,0.67,0.98,0.55,0.48,0.65,0.81,0.62,0.96,1.00,0.10,0.21,0.84
972,0.98,0.74,0.58,0.57,0.30,0.43,0.96,0.32,0.62,0.10,0.86,0.67,0.92,0.49,1.00,0.84
974,0.24,0.28,0.86,0.48,0.72,0.80,0.31,0.68,0.71,1.00,0.19,0.10,0.32,0.28,0.44,0.84
1412,0.23,0.46,0.20,0.13,0.40,0.48,0.19,1.00,0.25,0.20,0.16,0.35,0.10,0.16,0.30,0.84
573,0.37,0.45,1.00,0.62,0.41,0.33,0.33,0.10,0.72,0.34,0.32,0.18,0.48,0.31,0.53,0.84
1867,0.54,0.49,0.89,0.39,0.55,0.44,0.56,0.10,0.93,0.65,0.50,0.25,0.74,0.37,1.00,0.84
190,0.92,0.59,0.62,1.00,0.42,0.45,0.62,0.10,0.74,0.28,0.96,0.68,0.75,0.63,0.96,0.84
217,0.91,0.62,0.49,0.40,0.26,0.37,0.48,0.37,0.44,0.10,0.96,1.00,0.56,0.15,0.57,0.84
2575,0.33,0.31,0.88,0.48,0.69,1.00,0.38,0.71,0.82,0.73,0.30,0.10,0.10,0.37,0.56,0.84
2017,0.40,0.40,1.00,0.68,0.53,0.35,0.22,0.28,0.77,0.53,0.22,0.10,0.48,0.40,0.68,0.84
316,0.55,0.68,0.83,0.36,0.44,0.31,0.58,0.24,0.55,0.37,0.49,0.10,0.60,0.42,1.00,0.84
3415,0.64,0.39,0.83,0.69,0.47,0.52,0.58,0.10,0.85,0.70,0.74,0.47,0.77,0.54,1.00,0.84
1428,0.44,0.69,0.48,0.50,0.40,0.38,0.24,0.50,0.39,0.33,0.10,0.33,0.17,0.42,1.00,0.84
2307,0.42,0.37,1.00,0.42,0.64,0.48,0.25,0.36,0.51,0.59,0.10,0.20,0.56,0.24,0.49,0.84
954,0.83,0.83,0.54,0.45,0.21,0.34,0.89,0.28,0.53,0.13,1.00,0.63,0.85,0.10,0.96,0.84
970,0.63,0.45,0.78,0.91,0.32,0.54,0.48,0.31,0.62,0.10,0.75,0.56,1.00,0.25,0.75,0.84
537,0.70,0.58,0.83,0.76,0.52,0.22,0.39,0.32,0.62,0.53,0.10,0.23,0.26,0.44,1.00,0.84
1585,0.80,0.94,0.89,0.23,0.65,0.38,0.45,0.21,0.86,0.27,0.83,0.10,0.91,0.67,1.00,0.84
2937,0.50,0.57,0.51,0.51,0.39,0.95,1.00,0.10,0.65,0.50,0.77,0.97,0.70,0.18,0.27,0.84
2929,0.68,0.55,0.75,0.68,0.49,0.46,0.29,0.27,0.57,0.65,0.10,0.39,0.32,0.42,1.00,0.84
490,0.38,0.24,1.00,0.45,0.52,0.60,0.23,0.37,0.79,0.43,0.46,0.28,0.88,0.10,0.28,0.84
2286,0.88,0.63,0.63,0.66,0.37,0.43,0.80,0.10,0.57,0.22,0.61,0.68,1.00,0.26,0.82,0.84
502,0.89,0.54,0.45,0.49,0.43,0.50,0.70,0.12,0.58,0.32,0.65,0.74,0.55,0.10,1.00,0.84
152,0.60,0.50,0.80,0.59,0.42,0.46,0.31,0.10,0.57,0.39,0.68,0.41,1.00,0.50,0.54,0.84
291,0.43,0.36,0.53,0.50,0.43,0.46,0.41,0.23,0.34,1.00,0.16,0.50,0.10,0.18,0.29,0.84
1884,0.69,0.63,0.68,0.50,0.35,0.40,0.80,0.10,0.68,0.34,0.74,0.44,1.00,0.48,0.87,0.84
1839,1.00,0.54,0.38,0.19,0.60,0.38,0.16,0.83,0.81,0.14,0.32,0.10,0.17,0.41,0.90,0.84
1573,0.62,0.34,0.71,0.57,0.55,0.46,0.39,0.10,0.73,0.28,0.70,0.49,1.00,0.35,0.56,0.84
3066,0.46,0.50,0.80,0.72,0.50,0.55,0.59,0.28,0.56,0.10,0.82,1.00,0.79,0.17,0.59,0.84
3212,0.65,0.86,0.98,0.54,0.42,0.37,0.46,0.10,0.78,0.33,0.71,0.39,1.00,0.61,0.97,0.84
2514,0.11,0.21,0.63,0.38,0.61,1.00,0.42,0.66,0.68,0.79,0.40,0.30,0.29,0.10,0.12,0.84
1145,0.73,0.53,0.89,0.74,0.55,0.55,0.62,0.10,0.73,0.37,0.59,0.50,0.74,0.57,1.00,0.84
28,0.45,0.10,0.28,0.21,1.00,0.56,0.68,0.62,0.60,0.88,0.79,0.29,0.38,0.21,0.50,0.84
2137,0.59,0.43,0.59,0.41,0.74,0.61,0.10,1.00,0.52,0.81,0.20,0.14,0.20,0.32,0.98,0.84
2915,0.72,0.54,0.88,0.75,0.78,0.49,0.10,0.51,0.79,0.52,0.12,0.34,0.30,0.65,1.00,0.84
1888,0.33,0.30,0.96,0.65,0.46,0.37,0.29,0.39,0.74,1.00,0.10,0.37,0.64,0.28,0.50,0.84
136,0.53,0.87,1.00,0.55,0.57,0.40,0.44,0.10,0.58,0.36,0.49,0.26,0.68,0.52,0.98,0.84
2301,0.55,0.66,0.84,0.42,0.52,0.44,0.61,0.15,0.63,0.45,0.66,0.10,0.61,0.51,1.00,0.84
994,0.74,0.90,0.90,0.17,0.44,0.31,0.45,0.22,0.52,0.56,0.47,0.10,0.73,0.28,1.00,0.84
2097,0.63,0.25,0.41,0.10,1.00,0.94,0.60,0.67,0.58,0.97,0.31,0.63,0.55,0.12,0.18,0.84
1930,0.46,0.36,0.48,0.24,0.82,1.00,0.30,0.42,0.47,0.63,0.33,0.41,0.10,0.16,0.30,0.84
1947,1.00,0.16,0.76,0.10,0.84,0.52,0.96,0.71,0.88,0.93,0.22,0.65,0.31,0.23,0.27,0.84
959,0.94,0.75,0.42,0.57,0.36,0.45,0.71,0.10,0.36,0.34,1.00,0.30,0.81,0.34,0.82,0.84
2107,0.56,0.30,0.75,1.00,0.54,0.22,0.67,0.21,0.67,0.60,0.35,0.30,0.10,0.46,0.57,0.84
2259,0.17,0.69,0.73,0.66,0.58,0.66,0.59,0.64,0.22,0.10,0.63,0.56,1.00,0.11,0.71,0.84
525,0.87,0.57,0.76,0.43,0.39,0.42,0.30,0.10,0.61,0.26,0.70,0.58,1.00,0.41,0.57,0.84
636,0.35,0.32,1.00,0.60,0.62,0.52,0.47,0.18,0.65,0.66,0.10,0.29,0.46,0.10,0.31,0.84
3247,0.35,0.51,0.38,0.10,0.58,1.00,0.95,0.40,0.79,0.38,0.44,0.28,0.12,0.27,0.19,0.84
97,0.57,0.59,0.55,0.50,0.27,0.25,0.68,0.38,0.49,0.29,0.70,0.10,0.61,0.52,1.00,0.84
2056,0.45,0.37,0.62,0.51,0.58,0.57,0.38,0.31,0.39,1.00,0.15,0.19,0.10,0.34,0.34,0.84
2843,0.35,0.40,1.00,0.72,0.57,0.24,0.32,0.57,0.76,0.55,0.10,0.36,0.68,0.64,0.72,0.84
2912,0.49,0.74,0.51,0.45,0.10,0.70,1.00,0.10,0.83,0.29,0.63,0.90,0.40,0.12,0.71,0.84
430,0.20,0.21,0.48,0.28,0.90,0.85,0.95,1.00,0.72,0.96,0.40,0.10,0.63,0.23,0.49,0.84
2403,0.38,0.44,0.52,0.33,1.00,0.91,0.36,0.60,0.49,0.73,0.14,0.17,0.10,0.33,0.41,0.84
162,0.50,0.31,1.00,0.83,0.52,0.56,0.36,0.10,0.85,0.43,0.52,0.32,0.83,0.37,0.42,0.84
2236,0.27,0.27,0.81,0.59,0.62,0.47,0.36,0.35,1.00,0.74,0.10,0.13,0.23,0.42,0.53,0.84
1880,0.61,0.16,0.42,0.20,0.59,0.43,1.00,0.78,0.54,0.27,0.94,0.55,0.38,0.12,0.10,0.84
1805,0.64,0.69,0.40,0.68,0.39,0.35,0.27,0.47,0.51,0.32,0.14,0.11,0.10,0.50,1.00,0.84
2031,0.40,0.59,0.33,0.13,0.50,0.48,0.40,0.81,0.10,0.44,1.00,0.60,0.79,0.11,0.58,0.84
1436,0.26,1.00,0.28,0.31,0.15,0.17,0.13,0.10,0.33,0.10,0.34,0.46,0.28,0.12,0.51,0.84
3434,0.82,0.59,1.00,0.69,0.49,0.17,0.25,0.16,0.62,0.52,0.32,0.10,0.40,0.33,0.79,0.84
2693,0.17,0.34,0.29,0.26,0.66,1.00,0.38,0.55,0.47,0.47,0.40,0.10,0.24,0.13,0.25,0.84
1624,0.52,0.31,0.68,1.00,0.39,0.24,0.57,0.10,0.61,0.49,0.46,0.42,0.34,0.58,0.32,0.84
1794,0.67,0.45,0.54,0.76,0.44,0.45,1.00,0.10,0.76,0.51,0.36,0.58,0.74,0.17,1.00,0.84
1529,0.66,0.64,1.00,0.78,0.50,0.51,0.35,0.10,0.70,0.43,0.57,0.48,0.89,0.50,0.98,0.84
3133,0.46,0.35,0.97,0.65,1.00,0.89,0.49,0.39,0.79,0.83,0.27,0.10,0.40,0.46,0.68,0.84
2597,0.74,0.67,0.50,0.59,0.31,0.33,0.40,0.63,0.52,0.51,0.40,0.10,0.41,0.92,1.00,0.84
709,0.41,0.22,0.62,1.00,0.37,0.40,0.59,0.10,0.67,0.48,0.69,0.52,0.61,0.39,0.18,0.84
3243,0.42,0.58,0.31,0.27,0.14,0.53,0.86,0.10,1.00,0.13,0.38,0.58,0.42,0.38,0.27,0.84
2362,0.73,0.10,1.00,0.68,0.64,0.43,0.48,0.91,0.58,0.55,0.33,0.51,0.78,0.58,0.69,0.84
68,0.60,0.68,0.47,0.41,0.58,0.35,0.17,0.99,0.47,0.23,0.18,0.15,0.10,0.46,1.00,0.84
3453,0.67,0.57,0.86,0.38,0.64,0.62,0.29,0.10,0.80,0.73,0.79,0.21,0.54,0.52,1.00,0.84
916,0.28,0.55,0.43,0.18,0.82,1.00,0.39,0.89,0.47,0.62,0.12,0.10,0.10,0.13,0.42,0.84
1924,0.27,0.46,0.97,0.31,1.00,0.93,0.35,0.60,0.76,0.58,0.30,0.10,0.27,0.34,0.51,0.84
1380,0.60,0.33,0.38,0.45,0.24,0.31,1.00,0.48,0.42,0.10,0.42,0.17,0.19,0.11,0.49,0.84
1558,0.27,0.27,0.75,0.15,0.50,1.00,0.56,0.74,0.51,0.84,0.64,0.38,0.66,0.10,0.21,0.84
1290,0.56,0.64,0.90,0.31,0.49,0.49,0.10,0.27,0.38,0.57,0.53,0.39,1.00,0.21,0.67,0.84
1395,0.38,0.62,1.00,0.84,0.70,0.49,0.63,0.10,0.82,0.39,0.80,0.29,0.78,0.63,0.93,0.84
2685,0.68,0.53,1.00,0.64,0.45,0.29,0.31,0.10,0.66,0.43,0.50,0.41,0.66,0.53,0.78,0.84
233,0.39,0.48,0.39,0.24,1.00,0.98,0.34,0.82,0.50,0.68,0.16,0.14,0.10,0.29,0.46,0.84
1039,0.49,0.59,0.49,0.79,0.25,0.22,1.00,0.64,0.71,0.17,0.10,0.16,0.49,0.52,0.89,0.84
3054,0.41,0.42,0.95,0.51,0.53,0.57,0.37,0.10,0.71,0.45,0.62,0.44,1.00,0.34,0.46,0.84
1862,0.72,0.86,0.82,0.41,0.48,0.38,0.16,0.10,0.57,0.42,0.41,0.20,0.39,0.34,1.00,0.84
2355,0.33,0.29,0.22,0.23,0.45,0.32,0.33,1.00,0.31,0.11,0.28,0.16,0.10,0.28,0.40,0.84
2105,0.68,0.63,0.66,0.71,0.26,0.36,0.76,0.29,0.69,0.10,0.72,0.28,0.92,0.44,1.00,0.84
1238,0.57,0.67,0.30,0.15,0.61,0.88,0.78,1.00,0.28,0.39,0.10,0.84,0.38,0.21,0.63,0.84
2706,0.81,0.15,0.36,0.66,0.67,0.68,0.65,0.58,0.54,0.88,0.48,1.00,0.10,0.39,0.56,0.84
2018,0.27,0.38,0.90,0.45,0.85,0.86,0.46,0.51,0.59,1.00,0.12,0.23,0.34,0.10,0.44,0.84
693,0.38,0.30,0.96,0.85,0.44,0.42,0.10,0.60,0.84,0.68,0.14,1.00,0.47,0.17,0.56,0.84
2485,0.58,0.41,0.85,0.26,0.46,0.45,0.25,0.19,0.59,0.39,0.52,0.41,1.00,0.10,0.45,0.84
2566,0.54,0.94,0.26,0.14,0.19,0.35,0.34,0.37,0.41,0.35,0.86,0.15,0.50,0.10,1.00,0.84
408,0.56,0.12,0.73,0.54,0.51,0.52,0.44,0.53,0.68,0.21,0.80,1.00,0.60,0.10,0.28,0.84
3269,0.40,0.43,0.44,0.51,0.23,0.10,1.00,0.19,0.59,0.30,0.39,0.21,0.29,0.34,0.53,0.84
35,0.19,0.10,0.39,0.38,0.30,0.23,0.32,1.00,0.39,0.71,0.37,0.27,0.45,0.20,0.49,0.84
3041,0.96,0.85,0.82,0.63,0.54,0.56,0.10,0.27,0.56,0.94,0.14,0.73,0.36,0.56,1.00,0.84
3387,0.82,0.58,0.35,0.33,0.35,0.66,0.44,0.16,0.85,0.48,0.22,0.51,0.14,0.10,1.00,0.84
898,0.72,0.67,1.00,0.51,0.35,0.47,0.40,0.10,0.74,0.22,0.35,0.48,0.98,0.24,0.72,0.83
700,0.62,0.45,1.00,0.67,0.50,0.37,0.11,0.35,0.39,0.87,0.44,0.10,0.79,0.16,0.64,0.83
1135,0.69,0.64,1.00,0.46,0.49,0.39,0.35,0.10,0.86,0.34,0.56,0.48,0.89,0.47,0.94,0.83
281,0.81,0.21,0.56,0.41,0.61,0.55,0.38,0.56,0.42,0.10,1.00,0.63,0.34,0.26,0.25,0.83
3023,0.46,0.52,1.00,0.43,0.42,0.38,0.26,0.20,0.51,0.39,0.24,0.36,0.64,0.10,0.72,0.83
680,0.31,0.48,0.41,1.00,0.47,0.38,0.65,0.16,0.80,0.33,0.88,0.40,0.10,0.64,0.60,0.83
3013,0.10,0.16,0.60,0.50,0.76,0.53,0.67,0.32,1.00,0.74,0.29,0.33,0.28,0.31,0.53,0.83
188,0.78,0.46,0.46,0.63,0.84,0.63,0.43,0.26,0.69,0.10,0.67,0.80,0.58,0.41,1.00,0.83
3064,0.53,0.57,1.00,0.40,0.80,0.81,0.10,0.27,0.66,0.53,0.20,0.26,0.62,0.34,0.66,0.83
682,0.56,0.56,1.00,0.72,0.72,0.44,0.24,0.28,0.63,0.52,0.51,0.10,0.75,0.50,1.00,0.83
3004,0.46,0.30,1.00,0.83,0.57,0.56,0.17,0.28,0.61,0.87,0.69,0.10,0.81,0.24,0.22,0.83
853,0.87,0.54,0.48,0.90,0.53,0.19,0.98,0.31,0.85,0.41,0.42,0.39,0.10,0.67,1.00,0.83
3293,0.52,0.44,0.52,0.61,0.31,0.15,0.69,0.20,0.71,0.10,0.73,0.32,1.00,0.21,0.62,0.83
3383,0.64,0.54,0.82,1.00,0.38,0.20,0.85,0.10,0.63,0.26,0.64,0.28,0.62,0.53,0.65,0.83
644,0.77,0.52,0.66,0.78,0.66,0.60,0.61,0.10,0.62,0.52,0.63,0.30,0.86,0.66,1.00,0.83
1707,1.00,0.91,0.41,0.52,0.16,0.25,0.50,0.23,0.30,0.10,0.53,0.68,0.75,0.28,0.70,0.83
3275,0.41,0.32,0.69,0.14,1.00,0.55,0.44,0.70,0.78,0.91,0.10,0.10,0.59,0.18,0.74,0.83
3435,0.36,0.64,0.63,0.29,0.46,0.32,0.67,0.68,0.59,0.13,0.34,0.10,0.48,0.57,1.00,0.83
3214,0.43,0.26,1.00,0.44,0.61,0.42,0.43,0.37,0.46,0.58,0.11,0.40,0.40,0.10,0.46,0.83
3016,0.47,0.47,0.93,0.55,0.52,0.35,0.53,0.16,1.00,0.35,0.83,0.10,0.90,0.49,0.79,0.83
2483,0.75,0.58,1.00,0.86,0.59,0.55,0.24,0.10,0.74,0.76,0.24,0.75,0.40,0.62,0.73,0.83
2346,0.91,0.52,0.67,0.52,0.39,0.38,0.35,0.20,0.53,0.10,0.67,1.00,0.48,0.23,0.50,0.83
3081,0.65,0.77,0.69,0.70,0.34,0.48,0.73,0.27,0.82,0.23,0.10,0.67,0.39,0.69,1.00,0.83
1049,0.69,1.00,0.51,0.43,0.36,0.24,0.14,0.31,0.15,0.10,0.57,0.43,0.89,0.17,0.65,0.83
909,0.72,0.82,0.53,0.18,0.16,0.64,0.63,0.34,0.68,0.17,0.27,0.72,0.52,0.10,1.00,0.83
1029,0.71,0.49,1.00,0.56,0.51,0.66,0.51,0.10,0.69,0.51,0.49,0.56,0.99,0.46,0.76,0.83
1864,0.38,0.21,0.62,0.24,1.00,0.81,0.45,0.64,0.71,0.12,0.41,0.48,0.37,0.10,0.21,0.83
1746,0.28,0.56,1.00,0.59,0.57,0.47,0.25,0.10,0.63,0.48,0.68,0.41,0.69,0.35,0.78,0.83
2101,0.74,0.37,0.52,0.49,0.41,0.41,0.33,0.16,0.60,0.25,0.92,1.00,0.58,0.10,0.23,0.83
294,0.65,0.62,0.80,0.36,0.71,0.22,0.13,0.69,0.54,0.47,0.10,0.26,0.19,0.42,1.00,0.83
2374,0.92,0.63,0.61,0.90,0.43,0.10,1.00,0.11,0.85,0.12,0.68,0.51,0.29,0.61,0.69,0.83
3217,0.55,0.33,0.71,1.00,0.39,0.23,0.59,0.10,0.63,0.48,0.42,0.45,0.34,0.60,0.34,0.83
1967,0.27,0.10,0.94,0.35,0.90,0.77,0.58,0.62,1.00,0.59,0.41,0.54,0.68,0.44,0.31,0.83
